tree= 1, node=  1, feature=11, thr= 56.86, gain=0.474440
tree= 1, node= 94, feature=10, thr= 18.53, gain=0.015542
tree= 1, node= 95, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=100, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=101, feature= 7, thr= 22.75, gain=0.180616
tree= 1, node=102, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=103, feature=10, thr=  7.14, gain=0.109390
tree= 1, node=104, feature= 8, thr= 60.20, gain=0.255242
tree= 1, node=105, feature=15, thr= 33.82, gain=0.005291
tree= 1, node=106, feature= 6, thr= 27.45, gain=0.607548
tree= 1, node=107, feature=11, thr= 92.41, gain=0.188979
tree= 1, node=108, feature= 4, thr= 86.08, gain=0.144568
tree= 1, node=109, feature= 4, thr= 70.39, gain=0.018601
tree= 1, node=110, feature= 9, thr= 39.22, gain=0.422001
tree= 1, node=111, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=112, feature= 4, thr= 99.12, gain=0.138395
tree= 1, node=113, feature= 8, thr= 85.98, gain=0.444538
tree= 1, node=114, feature= 1, thr= 50.98, gain=0.660205
tree= 1, node=115, feature=12, thr= 22.69, gain=0.200810
tree= 1, node=116, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=117, feature= 1, thr= 52.94, gain=0.587897
tree= 1, node=118, feature= 1, thr= 21.57, gain=0.355455
tree= 1, node=119, feature= 8, thr= 79.61, gain=0.482355
tree= 1, node=120, feature=11, thr= 72.18, gain=0.126188
tree= 1, node=121, feature= 7, thr= 29.12, gain=0.978071
tree= 1, node=128, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=129, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=132, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=133, feature= 8, thr= 66.51, gain=0.027277
tree= 1, node=136, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=137, feature=13, thr= 55.06, gain=0.124884
tree= 1, node=138, feature=10, thr= 19.02, gain=0.193337
tree= 1, node=139, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=144, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=145, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=152, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=153, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=154, feature=11, thr= 22.75, gain=0.152386
tree= 1, node=155, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=156, feature=10, thr=  0.02, gain=0.001914
tree= 1, node=157, feature= 1, thr= 35.29, gain=0.357328
tree= 1, node=158, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=159, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=160, feature=14, thr= 24.53, gain=0.468996
tree= 1, node=161, feature= 5, thr= 41.18, gain=0.376020
tree= 1, node=162, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=163, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=176, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=177, feature=10, thr=  3.88, gain=0.014812
tree= 1, node=188, feature= 4, thr= 78.43, gain=0.383069
tree= 1, node=189, feature= 3, thr= 40.59, gain=0.150596
tree= 1, node=202, feature= 1, thr= 83.10, gain=0.049834
tree= 1, node=203, feature= 6, thr= 32.08, gain=0.128996
tree= 1, node=206, feature=10, thr=  0.14, gain=0.002097
tree= 1, node=207, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=208, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=209, feature= 8, thr= 79.14, gain=0.039554
tree= 1, node=210, feature= 7, thr= 48.82, gain=0.066144
tree= 1, node=211, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=212, feature= 4, thr= 25.94, gain=0.257164
tree= 1, node=213, feature=16, thr=  1.76, gain=0.428966
tree= 1, node=214, feature= 2, thr= 75.47, gain=0.245108
tree= 1, node=215, feature=15, thr= 72.55, gain=0.332446
tree= 1, node=216, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=217, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=218, feature=10, thr= 41.33, gain=0.016003
tree= 1, node=219, feature=11, thr= 84.82, gain=0.012870
tree= 1, node=220, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=221, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=224, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=225, feature= 6, thr= 94.24, gain=0.152772
tree= 1, node=226, feature=16, thr= 11.27, gain=0.512709
tree= 1, node=227, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=228, feature=16, thr=  0.00, gain=0.000000
tree= 1, node=229, feature=11, thr= 99.06, gain=0.114423
tree= 1, node=230, feature=16, thr=  2.41, gain=0.035926
tree= 1, node=231, feature= 5, thr= 60.78, gain=0.604663
tree= 1, node=234, feature= 7, thr= 65.69, gain=0.123950
tree= 1, node=235, feature=11, thr= 92.47, gain=0.075879
tree= 1, node=236, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=237, feature= 6, thr= 77.45, gain=0.625239
tree= 1, node=238, feature= 2, thr= 94.10, gain=0.063475
tree= 1, node=239, feature= 4, thr= 97.06, gain=0.025243
tree= 1, node=240, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=241, feature= 9, thr= 44.67, gain=0.500232
tree= 1, node=242, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=243, feature=14, thr= 43.41, gain=0.174303
tree= 1, node=266, feature=10, thr= 16.33, gain=0.050829
tree= 1, node=267, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=274, feature=10, thr=  9.12, gain=0.158367
tree= 1, node=275, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=276, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=277, feature= 7, thr= 57.73, gain=0.169186
tree= 1, node=308, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=309, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=312, feature= 5, thr= 52.94, gain=0.689387
tree= 1, node=313, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=314, feature= 2, thr= 50.00, gain=0.048487
tree= 1, node=315, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=320, feature= 1, thr= 48.31, gain=0.066085
tree= 1, node=321, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=322, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=323, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=354, feature= 8, thr=  1.45, gain=0.013929
tree= 1, node=355, feature= 5, thr= 94.12, gain=0.079126
tree= 1, node=376, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=377, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=378, feature= 4, thr= 72.31, gain=0.225165
tree= 1, node=379, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=404, feature=15, thr= 31.37, gain=0.710145
tree= 1, node=405, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=406, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=407, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=412, feature= 4, thr= 86.33, gain=0.019624
tree= 1, node=413, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=418, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=419, feature= 1, thr= 36.14, gain=0.531414
tree= 1, node=420, feature= 1, thr=  1.75, gain=0.043977
tree= 1, node=421, feature=12, thr= 67.06, gain=0.106579
tree= 1, node=424, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=425, feature=12, thr= 85.67, gain=0.103638
tree= 1, node=426, feature=10, thr= 70.57, gain=0.123813
tree= 1, node=427, feature= 1, thr= 68.63, gain=0.176431
tree= 1, node=428, feature=15, thr= 31.37, gain=0.048803
tree= 1, node=429, feature= 6, thr= 45.10, gain=0.746518
tree= 1, node=430, feature=12, thr= 21.84, gain=0.110355
tree= 1, node=431, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=436, feature= 7, thr= 33.73, gain=0.029158
tree= 1, node=437, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=438, feature= 3, thr= 32.94, gain=0.081153
tree= 1, node=439, feature=10, thr= 71.33, gain=0.094542
tree= 1, node=450, feature= 2, thr= 75.59, gain=0.046986
tree= 1, node=451, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=452, feature=12, thr= 43.67, gain=0.357024
tree= 1, node=453, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=456, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=457, feature= 1, thr= 28.43, gain=0.197283
tree= 1, node=458, feature=12, thr= 27.94, gain=0.309403
tree= 1, node=459, feature=10, thr= 47.92, gain=0.515854
tree= 1, node=460, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=461, feature= 8, thr= 40.12, gain=0.289929
tree= 1, node=462, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=463, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=468, feature= 4, thr= 97.18, gain=0.065932
tree= 1, node=469, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=470, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=471, feature=13, thr= 48.88, gain=0.066094
tree= 1, node=474, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=475, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=476, feature=14, thr= 11.65, gain=0.316989
tree= 1, node=477, feature=15, thr= 21.57, gain=0.385466
tree= 1, node=478, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=479, feature=13, thr= 55.10, gain=0.103605
tree= 1, node=482, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=483, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=486, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=487, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=532, feature= 9, thr= 46.67, gain=0.255869
tree= 1, node=533, feature= 9, thr= 62.65, gain=0.033999
tree= 1, node=548, feature=13, thr= 39.90, gain=0.136302
tree= 1, node=549, feature=16, thr= 10.24, gain=0.014264
tree= 1, node=554, feature= 4, thr= 90.20, gain=0.511181
tree= 1, node=555, feature=12, thr=  7.41, gain=0.164420
tree= 1, node=624, feature=11, thr= 14.12, gain=0.103211
tree= 1, node=625, feature=12, thr= 24.67, gain=0.005386
tree= 1, node=628, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=629, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=640, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=641, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=708, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=709, feature= 7, thr= 94.20, gain=0.070792
tree= 1, node=710, feature=15, thr= 58.82, gain=0.430552
tree= 1, node=711, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=756, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=757, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=808, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=809, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=824, feature= 2, thr=100.00, gain=0.000000
tree= 1, node=825, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=838, feature= 9, thr= 62.75, gain=0.417085
tree= 1, node=839, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=840, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=841, feature=14, thr= 97.06, gain=0.016713
tree= 1, node=842, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=843, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=850, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=851, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=852, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=853, feature= 1, thr=  1.96, gain=0.757333
tree= 1, node=854, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=855, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=856, feature= 2, thr= 66.08, gain=0.184443
tree= 1, node=857, feature=10, thr= 69.29, gain=0.147293
tree= 1, node=858, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=859, feature=11, thr= 75.33, gain=0.077225
tree= 1, node=860, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=861, feature=11, thr= 99.04, gain=0.023181
tree= 1, node=872, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=873, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=876, feature=14, thr= 29.55, gain=0.047863
tree= 1, node=877, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=878, feature=16, thr=  0.18, gain=0.029117
tree= 1, node=879, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=900, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=901, feature= 8, thr= 69.24, gain=0.455673
tree= 1, node=904, feature=16, thr=  7.12, gain=0.138616
tree= 1, node=905, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=914, feature= 5, thr= 19.61, gain=0.274803
tree= 1, node=915, feature= 8, thr= 70.53, gain=0.602464
tree= 1, node=916, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=917, feature=15, thr=  1.92, gain=0.052120
tree= 1, node=918, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=919, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=922, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=923, feature=15, thr=  0.63, gain=0.040299
tree= 1, node=936, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=937, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=942, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=943, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=952, feature=15, thr= 26.08, gain=0.018771
tree= 1, node=953, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=954, feature= 1, thr= 54.90, gain=0.521668
tree= 1, node=955, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=958, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=959, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1064, feature= 8, thr= 53.20, gain=0.117857
tree= 1, node=1065, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1066, feature= 5, thr= 41.18, gain=0.045408
tree= 1, node=1067, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1096, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1097, feature= 5, thr= 45.61, gain=0.114177
tree= 1, node=1098, feature= 5, thr= 53.06, gain=0.062912
tree= 1, node=1099, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1108, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1109, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1110, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1111, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1248, feature= 4, thr= 85.29, gain=0.095017
tree= 1, node=1249, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1250, feature= 2, thr= 99.43, gain=0.014616
tree= 1, node=1251, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1418, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1419, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1420, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1421, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1648, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1649, feature= 4, thr= 78.10, gain=0.005381
tree= 1, node=1676, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1677, feature= 4, thr= 83.71, gain=0.096945
tree= 1, node=1682, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1683, feature=15, thr=  2.59, gain=0.130751
tree= 1, node=1706, feature= 2, thr= 58.76, gain=0.137099
tree= 1, node=1707, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1712, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1713, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1714, feature= 2, thr= 63.53, gain=0.132138
tree= 1, node=1715, feature= 3, thr= 37.61, gain=0.027613
tree= 1, node=1718, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1719, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1722, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1723, feature= 1, thr= 77.57, gain=0.158383
tree= 1, node=1752, feature= 7, thr= 72.55, gain=0.159630
tree= 1, node=1753, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1756, feature=10, thr= 19.59, gain=0.027853
tree= 1, node=1757, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1802, feature=15, thr=  1.43, gain=0.084996
tree= 1, node=1803, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1808, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1809, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1828, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1829, feature=13, thr= 44.08, gain=0.092177
tree= 1, node=1830, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1831, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1834, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1835, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1846, feature= 9, thr= 90.47, gain=0.084326
tree= 1, node=1847, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1904, feature= 4, thr=100.00, gain=0.000000
tree= 1, node=1905, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=1908, feature= 3, thr= 89.88, gain=0.350996
tree= 1, node=1909, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=2128, feature=10, thr=  5.02, gain=0.193079
tree= 1, node=2129, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=2132, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=2133, feature=14, thr= 16.06, gain=0.023417
tree= 1, node=2194, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=2195, feature=16, thr=  8.33, gain=0.035427
tree= 1, node=2196, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=2197, feature=11, thr=  0.22, gain=0.010969
tree= 1, node=2496, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=2497, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=2500, feature=14, thr= 39.45, gain=0.009006
tree= 1, node=2501, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3298, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3299, feature=16, thr= 67.35, gain=0.102713
tree= 1, node=3354, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3355, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3366, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3367, feature=12, thr= 81.18, gain=0.051853
tree= 1, node=3412, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3413, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3428, feature=15, thr= 92.00, gain=0.401452
tree= 1, node=3429, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3430, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3431, feature= 2, thr= 72.41, gain=0.214687
tree= 1, node=3446, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3447, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3504, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3505, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3512, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3513, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3604, feature=11, thr= 68.12, gain=0.078264
tree= 1, node=3605, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3658, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3659, feature= 6, thr= 94.53, gain=0.084729
tree= 1, node=3692, feature= 2, thr= 82.33, gain=0.054160
tree= 1, node=3693, feature=15, thr=  0.00, gain=0.000000
tree= 1, node=3808, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3809, feature= 1, thr= 27.45, gain=0.283239
tree= 1, node=3816, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=3817, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=4256, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=4257, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=4266, feature=13, thr= 41.18, gain=0.020137
tree= 1, node=4267, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=4390, feature= 9, thr= 11.22, gain=0.366078
tree= 1, node=4391, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=4394, feature= 1, thr= 59.49, gain=0.119134
tree= 1, node=4395, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=5000, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=5001, feature= 9, thr= 41.22, gain=0.016742
tree= 1, node=6598, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=6599, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=6734, feature=11, thr= 77.24, gain=0.458686
tree= 1, node=6735, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=6856, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=6857, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=6862, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=6863, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=7208, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=7209, feature= 3, thr= 67.67, gain=0.093693
tree= 1, node=7318, feature= 2, thr= 76.31, gain=0.054846
tree= 1, node=7319, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=7384, feature= 8, thr= 75.24, gain=0.102158
tree= 1, node=7385, feature=16, thr= 22.35, gain=0.026558
tree= 1, node=7386, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=7387, feature= 9, thr= 97.18, gain=0.041899
tree= 1, node=7618, feature=-1, thr= -1.00, gain=0.000000
tree= 1, node=7619, feature=-1, thr= -1.00, gain=0.000000
